2021-06-21T19:29:36.990705,54.57883667,-1.240736667, none, o,0,2,3,3,637,120,14,2,0,0,1919, 
2021-06-21T19:29:38.008426,54.57886,-1.240701667, none, o,0,2,3,3,795,258,10,2,0,0,1919, 
2021-06-21T19:30:23.708303,54.57886,-1.240696667, none, w,0,1,2,2,789,123,8,2,0,0,1919, 
2021-06-21T19:30:24.710293,54.578875,-1.240666667, none, w,0,1,2,2,789,123,8,2,0,0,1919, 
2021-06-21T19:30:25.712788,54.578865,-1.24065, none, w,0,2,2,2,849,266,6,2,0,0,1919, 
2021-06-21T19:30:26.715619,54.57885667,-1.240646667, none, w,0,2,2,2,849,266,6,2,0,0,1919, 
2021-06-21T19:30:27.718662,54.57884333,-1.240633333, none, w,0,2,2,2,864,268,2,0,0,0,1919, 
2021-06-21T19:30:28.720899,54.57883833,-1.240618333, none, w,0,2,2,2,864,268,2,0,0,0,1919, 
2021-06-21T19:30:29.724463,54.57884333,-1.240608333, none, w,0,2,2,2,864,265,2,0,0,0,1919, 
2021-06-21T19:30:30.726629,54.57884833,-1.240616667, none, w,0,2,2,2,864,265,2,0,0,0,1919, 
2021-06-21T19:30:31.728892,54.57884667,-1.240623333, none, e,0.000707577,2,2,2,843,263,2,0,0,0,1919, 
2021-06-21T19:30:32.730762,54.57882833,-1.240643333, none, e,0.000707577,2,2,2,843,263,2,0,0,0,1919, 
2021-06-21T19:30:33.733467,54.57883,-1.240653333, none, e,0.000707577,2,2,2,837,263,6,0,0,0,1919, 
2021-06-21T19:30:34.735954,54.57882667,-1.240668333, none, e,0.000707577,2,2,2,837,263,6,0,0,0,1919, 
2021-06-21T19:30:35.738040,54.57882,-1.240688333, none, e,0.000707577,2,2,2,846,266,4,0,0,0,1919, 
2021-06-21T19:30:36.740328,54.57881833,-1.240703333, none, e,0.000707577,2,2,2,846,266,4,0,0,0,1919, 
2021-06-21T19:30:37.743071,54.57882167,-1.240713333, none, e,0.000707577,1,1,1,870,274,6,0,0,0,1919, 
2021-06-21T19:30:38.746505,54.57881667,-1.240723333, none, e,0.000707577,1,1,1,870,274,6,0,0,0,1919, 
2021-06-21T19:30:39.748445,54.57880833,-1.240731667, none, w,0.001168554,1,1,1,870,272,10,0,0,0,1919, 
2021-06-21T19:30:40.750641,54.578805,-1.240745, none, w,0.001168554,1,1,1,870,272,10,0,0,0,1919, 
2021-06-21T19:30:41.753193,54.57879167,-1.240755, none, w,0.001168554,2,2,2,831,259,10,0,0,0,1919, 
2021-06-21T19:30:42.755500,54.57878,-1.240771667, none, w,0.001168554,2,2,2,831,259,10,0,0,0,1919, 
2021-06-21T19:30:43.757679,54.57878167,-1.240775, none, w,0.001168554,2,2,2,837,264,12,0,0,0,1919, 
