,,,,,,PM1 ,PM2,PM 10,,,,,,,,
2021-06-19T15:49:44.090370,54.57875,-1.239386667, none, o,0,4,5,5,1560,359,21,0,0,0,1919, 
2021-06-19T15:49:45.104271,54.57871833,-1.239351667, none, o,0,4,5,5,1599,371,21,0,0,0,1919, 
2021-06-19T15:49:46.115603,54.57869,-1.239318333, none, o,0,5,6,6,1811,526,28,0,0,0,1919, 
2021-06-19T15:49:47.131671,54.57867,-1.239285, none, o,0,5,6,6,1811,526,28,0,0,0,1919, 
2021-06-19T15:49:48.152238,54.57865667,-1.23925, none, o,0,5,6,6,1796,526,26,0,0,0,1919, 
2021-06-19T15:49:49.172827,54.57863667,-1.23921, none, o,0,5,6,6,1796,526,26,0,0,0,1919, 
2021-06-19T15:49:50.197244,54.578615,-1.23917, none, o,0,4,5,5,1617,383,22,0,0,0,1919, 
2021-06-19T15:49:51.209955,54.57859333,-1.239131667, none, w,0,4,5,5,1617,383,22,0,0,0,1919, 
2021-06-19T15:49:52.226743,54.57857,-1.239095, none, w,0,4,5,5,1572,373,26,0,0,0,1919, 
2021-06-19T15:49:53.241657,54.57854833,-1.23906, none, w,0,4,5,5,1572,373,26,0,0,0,1919, 
2021-06-19T15:49:54.264727,54.57852833,-1.239028333, none, w,0,3,4,4,1405,360,19,0,0,0,1919, 
2021-06-19T15:49:55.278304,54.57850833,-1.238986667, none, w,0,3,4,4,1405,360,19,0,0,0,1919, 
2021-06-19T15:49:56.291095,54.57849333,-1.238935, none, w,0,2,3,3,1351,337,17,0,0,0,1919, 
2021-06-19T15:49:57.305080,54.57847833,-1.23888, none, w,0,3,4,4,1351,337,17,0,0,0,1919, 
2021-06-19T15:49:58.318290,54.57846667,-1.238826667, none, w,0,3,4,4,1300,324,17,0,0,0,1919, 
2021-06-19T15:49:59.336345,54.578455,-1.238773333, none, e,0.003963895,3,4,4,1300,324,17,0,0,0,1919, 
2021-06-19T15:50:00.359167,54.57843667,-1.238706667, none, e,0.003963895,3,4,4,1300,326,17,0,0,0,1919, 
2021-06-19T15:50:01.376550,54.57842,-1.238653333, none, e,0.003963895,3,4,4,1300,326,17,0,0,0,1919, 
2021-06-19T15:50:02.401797,54.57841333,-1.238611667, none, e,0.003963895,3,4,4,1315,328,20,0,0,0,1919, 
2021-06-19T15:50:03.418814,54.57840167,-1.238568333, none, e,0.003963895,3,4,4,1315,328,20,0,0,0,1919, 
2021-06-19T15:50:04.441096,54.57839167,-1.238521667, none, e,0.003963895,3,4,4,1336,333,24,0,0,0,1919, 
2021-06-19T15:50:05.458815,54.57838,-1.238475, none, e,0.003963895,3,4,4,1336,333,24,0,0,0,1919, 
2021-06-19T15:50:06.475508,54.57836833,-1.238425, none, e,0.003963895,3,3,3,1139,308,17,0,0,0,1919, 
2021-06-19T15:50:07.491160,54.57835833,-1.238386667, none, e,0.003876983,3,3,3,1139,308,17,0,0,0,1919, 
2021-06-19T15:50:08.509021,54.57835333,-1.238348333, none, e,0.003876983,2,3,3,1103,291,15,0,0,0,1919, 
2021-06-19T15:50:09.529000,54.578345,-1.238298333, none, e,0.003876983,2,3,3,1103,291,15,0,0,0,1919, 
2021-06-19T15:50:10.552006,54.57834,-1.238248333, none, e,0.003876983,2,3,4,1109,294,17,2,2,0,1919, 
2021-06-19T15:50:11.571344,54.57833667,-1.238211667, none, e,0.003876983,2,3,4,1109,294,17,2,2,0,1919, 
2021-06-19T15:50:12.589690,54.57832667,-1.238165, none, e,0.003876983,2,2,4,1073,279,13,2,2,0,1919, 
2021-06-19T15:50:13.611609,54.57831667,-1.23812, none, e,0.003876983,2,2,4,1073,279,13,2,2,0,1919, 
2021-06-19T15:50:14.630405,54.57830833,-1.238073333, none, e,0.003876983,3,3,4,1142,304,15,2,2,0,1919, 
2021-06-19T15:50:15.650188,54.57831167,-1.238033333, none, e,0.003336463,3,3,4,1142,304,15,2,2,0,1919, 
2021-06-19T15:50:16.670526,54.57832167,-1.237958333, none, e,0.003336463,3,3,4,1300,314,15,2,2,0,1919, 
2021-06-19T15:50:17.687286,54.57833,-1.237903333, none, e,0.003336463,3,3,4,1300,314,15,2,2,0,1919, 
2021-06-19T15:50:18.704481,54.57833333,-1.237843333, none, e,0.003336463,4,4,5,1381,342,19,2,2,0,1919, 
2021-06-19T15:50:19.720058,54.578335,-1.23779, none, e,0.003336463,4,4,5,1381,342,19,2,2,0,1919, 
2021-06-19T15:50:20.737463,54.578335,-1.237741667, none, e,0.003336463,4,4,5,1405,347,19,2,2,0,1919, 
2021-06-19T15:50:21.755072,54.57832833,-1.237698333, none, e,0.003336463,4,4,5,1405,347,19,2,2,0,1919, 
2021-06-19T15:50:22.770517,54.57832333,-1.237656667, none, e,0.003336463,4,4,5,1405,347,14,2,2,0,1919, 
2021-06-19T15:50:23.787117,54.57831333,-1.237601667, none, e,0.003974345,4,4,5,1405,347,14,2,2,0,1919, 
2021-06-19T15:50:24.803269,54.57830333,-1.237533333, none, e,0.003974345,3,4,5,1390,345,17,4,2,0,1919, 
2021-06-19T15:50:25.820087,54.57829833,-1.237476667, none, e,0.003974345,3,4,5,1390,345,17,4,2,0,1919, 
2021-06-19T15:50:26.837280,54.57835667,-1.23745, none, e,0.003974345,3,4,5,1572,365,19,4,2,0,1919, 
2021-06-19T15:50:27.852069,54.578405,-1.237415, none, e,0.003974345,3,4,5,1572,365,19,4,2,0,1919, 
2021-06-19T15:50:28.868484,54.57843,-1.237365, none, e,0.003974345,4,5,6,1617,513,23,6,2,0,1919, 
2021-06-19T15:50:29.885697,54.578445,-1.237311667, none, e,0.003974345,4,5,6,1617,513,23,6,2,0,1919, 
2021-06-19T15:50:30.902692,54.57845333,-1.237253333, none, e,0.003974345,4,6,6,1656,525,21,4,0,0,1919, 
2021-06-19T15:50:31.919509,54.57846167,-1.237191667, none, e,0.004449844,4,6,6,1656,525,21,4,0,0,1919, 
2021-06-19T15:50:32.936740,54.57845667,-1.237131667, none, e,0.004449844,4,6,6,1829,543,23,4,0,0,1919, 
2021-06-19T15:50:33.953971,54.57844667,-1.237076667, none, e,0.004449844,4,6,6,1829,543,23,4,0,0,1919, 
2021-06-19T15:50:34.971200,54.57843667,-1.237025, none, e,0.004449844,4,6,6,1835,543,25,4,0,0,1919, 
2021-06-19T15:50:35.987583,54.57844,-1.236971667, none, e,0.004449844,4,6,6,1835,543,25,4,0,0,1919, 
2021-06-19T15:50:37.004390,54.57844167,-1.23692, none, e,0.004449844,4,6,6,1835,543,25,4,0,0,1919, 
2021-06-19T15:50:38.021771,54.578445,-1.23687, none, e,0.004449844,4,6,6,1835,543,25,4,0,0,1919, 
2021-06-19T15:50:39.038408,54.57844667,-1.236818333, none, e,0.003445436,4,6,7,1814,533,23,6,2,0,1919, 
2021-06-19T15:50:41.054842,54.57840167,-1.236676667, none, e,0.003445436,4,6,7,1814,533,23,6,2,0,1919, 
2021-06-19T15:50:42.071992,54.57837333,-1.236613333, none, e,0.003445436,4,6,7,1641,521,30,6,2,0,1919, 
2021-06-19T15:50:43.088199,54.57835833,-1.236496667, none, e,0.003445436,4,6,7,1641,521,30,6,2,0,1919, 
2021-06-19T15:50:44.105230,54.57832833,-1.236405, none, e,0.003445436,4,6,7,1641,521,28,6,2,0,1919, 
2021-06-19T15:50:45.122836,54.57831833,-1.236363333, none, e,0.003445436,4,6,7,1641,521,28,6,2,0,1919, 
2021-06-19T15:50:46.139595,54.57829167,-1.23632, none, e,0.003445436,4,5,9,1611,380,28,8,6,2,1919, 
2021-06-19T15:50:47.155803,54.57826333,-1.236271667, none, e,0.005814857,4,5,9,1611,380,28,8,6,2,1919, 
2021-06-19T15:50:48.173152,54.57823167,-1.236233333, none, e,0.005814857,3,4,8,1557,365,28,8,6,2,1919, 
2021-06-19T15:50:49.189329,54.578195,-1.236208333, none, e,0.005814857,3,4,8,1557,365,28,8,6,2,1919, 
2021-06-19T15:50:50.206033,54.57815667,-1.236186667, none, e,0.005814857,4,5,9,1578,367,31,6,6,2,1919, 
2021-06-19T15:50:51.222549,54.57813,-1.236173333, none, e,0.005814857,4,5,9,1578,367,31,6,6,2,1919, 
2021-06-19T15:50:52.239200,54.57810167,-1.236163333, none, e,0.005814857,4,5,9,1578,367,31,6,6,2,1919, 
2021-06-19T15:50:53.255815,54.57806833,-1.236163333, none, e,0.005814857,3,4,8,1578,367,31,6,6,2,1919, 
2021-06-19T15:50:54.272896,54.57802667,-1.236163333, none, e,0.005814857,4,5,9,1638,515,33,6,6,2,1919, 
2021-06-19T15:50:55.290006,54.57800667,-1.2362, none, n,0.004130214,4,5,9,1638,515,33,6,6,2,1919, 
2021-06-19T15:50:56.306213,54.57798,-1.236228333, none, n,0.004130214,3,4,8,1563,367,29,6,6,2,1919, 
2021-06-19T15:50:57.322994,54.57794,-1.236226667, none, n,0.004130214,3,4,8,1563,367,29,6,6,2,1919, 
2021-06-19T15:50:58.338655,54.57790167,-1.236223333, none, n,0.004130214,4,5,9,1632,523,38,6,6,2,1919, 
2021-06-19T15:50:59.354916,54.57786167,-1.236211667, none, n,0.004130214,4,5,9,1632,523,38,6,6,2,1919, 
2021-06-19T15:51:00.372390,54.577825,-1.236193333, none, n,0.004130214,4,6,9,1820,540,43,4,4,2,1919, 
2021-06-19T15:51:01.387846,54.57779,-1.236171667, none, n,0.004130214,4,6,9,1820,540,43,4,4,2,1919, 
2021-06-19T15:51:02.404641,54.57776,-1.236158333, none, n,0.004130214,4,6,8,1805,535,36,4,4,2,1919, 
2021-06-19T15:51:03.420738,54.57772833,-1.236141667, none, n,0.00445381,4,6,8,1805,535,36,4,4,2,1919, 
2021-06-19T15:51:04.436359,54.5777,-1.23613, none, n,0.00445381,4,6,8,1826,538,38,4,4,2,1919, 
2021-06-19T15:51:05.452760,54.57767667,-1.236121667, none, n,0.00445381,4,6,8,1826,538,38,4,4,2,1919, 
2021-06-19T15:51:06.469285,54.57766,-1.236111667, none, n,0.00445381,5,6,6,1850,548,33,0,0,0,1919, 
2021-06-19T15:51:07.485019,54.577645,-1.236106667, none, n,0.00445381,5,6,6,1850,548,33,0,0,0,1919, 
2021-06-19T15:51:08.501147,54.57763,-1.236095, none, n,0.00445381,5,7,7,2077,578,38,0,0,0,1919, 
2021-06-19T15:51:09.516766,54.57761,-1.236081667, none, n,0.00445381,5,7,7,2077,578,38,0,0,0,1919, 
2021-06-19T15:51:10.533378,54.57759167,-1.236073333, none, n,0.00445381,5,6,6,1883,561,33,0,0,0,1919, 
2021-06-19T15:51:11.550259,54.57757167,-1.236056667, none, ne,0.002608809,5,6,6,1883,561,33,0,0,0,1919, 
2021-06-19T15:51:12.565612,54.57755333,-1.236043333, none, ne,0.002608809,4,6,6,1844,544,33,0,0,0,1919, 
2021-06-19T15:51:13.581696,54.57753,-1.235996667, none, ne,0.002608809,4,6,6,1844,544,33,0,0,0,1919, 
2021-06-19T15:51:14.598069,54.577515,-1.235975, none, ne,0.002608809,4,5,5,1820,536,36,0,0,0,1919, 
2021-06-19T15:51:15.614091,54.57749833,-1.235955, none, ne,0.002608809,4,5,5,1820,536,36,0,0,0,1919, 
2021-06-19T15:51:16.630299,54.57749667,-1.235968333, none, ne,0.002608809,5,6,6,1889,554,43,0,0,0,1919, 
2021-06-19T15:51:17.646419,54.57748833,-1.235965, none, ne,0.002608809,6,7,7,1889,554,43,0,0,0,1919, 
2021-06-19T15:51:18.662384,54.57748333,-1.235963333, none, ne,0.002608809,5,7,7,1859,544,43,0,0,0,1919, 
2021-06-19T15:51:19.678892,54.577485,-1.235965, none, ne,0.001614755,5,7,7,1859,544,43,0,0,0,1919, 
2021-06-19T15:51:20.695638,54.57749167,-1.235968333, none, ne,0.001614755,5,6,6,1904,559,36,0,0,0,1919, 
2021-06-19T15:51:21.711449,54.57749,-1.235966667, none, ne,0.001614755,5,6,6,1904,559,36,0,0,0,1919, 
2021-06-19T15:51:22.728112,54.577485,-1.235961667, none, ne,0.001614755,5,6,6,2107,576,43,0,0,0,1919, 
2021-06-19T15:51:23.743768,54.577415,-1.235918333, none, ne,0.001614755,5,6,6,2107,576,43,0,0,0,1919, 
2021-06-19T15:51:24.760451,54.57736667,-1.235891667, none, ne,0.001614755,5,6,6,2062,566,45,0,0,0,1919, 
2021-06-19T15:51:25.776010,54.57731833,-1.23586, none, ne,0.001614755,5,6,6,2062,566,45,0,0,0,1919, 
2021-06-19T15:51:26.792170,54.57727333,-1.235825, none, ne,0.001614755,5,6,6,1910,556,45,0,0,0,1919, 
2021-06-19T15:51:27.808425,54.577235,-1.235801667, none, ne,0.004246415,5,6,6,1910,556,45,0,0,0,1919, 
2021-06-19T15:51:28.824430,54.577195,-1.23578, none, ne,0.004246415,4,5,5,1850,531,45,0,0,0,1919, 
2021-06-19T15:51:29.840956,54.57716,-1.235745, none, ne,0.004246415,4,5,5,1850,531,45,0,0,0,1919, 
2021-06-19T15:51:30.857271,54.57712167,-1.235721667, none, ne,0.004246415,5,5,5,1856,531,43,0,0,0,1919, 
2021-06-19T15:51:31.874934,54.57710833,-1.235768333, none, ne,0.004246415,5,5,5,1856,531,43,0,0,0,1919, 
2021-06-19T15:51:32.891454,54.57709667,-1.235805, none, ne,0.004246415,5,6,6,1865,538,47,0,0,0,1919, 
2021-06-19T15:51:33.907631,54.5771,-1.23584, none, ne,0.004246415,5,6,6,1865,538,47,0,0,0,1919, 
2021-06-19T15:51:34.924184,54.57709333,-1.235876667, none, ne,0.004246415,5,6,6,1662,513,40,0,0,0,1919, 
2021-06-19T15:51:35.941506,54.57708333,-1.235905, none, nw,0.002590235,5,6,6,1662,513,40,0,0,0,1919, 
2021-06-19T15:51:36.957651,54.577075,-1.235936667, none, nw,0.002590235,5,6,6,1638,375,40,0,0,0,1919, 
2021-06-19T15:51:37.974501,54.577065,-1.235965, none, nw,0.002590235,5,6,6,1638,375,40,0,0,0,1919, 
2021-06-19T15:51:38.991947,54.57705333,-1.235998333, none, nw,0.002590235,4,6,6,1629,370,45,0,0,0,1919, 
2021-06-19T15:51:40.009339,54.57703333,-1.236023333, none, nw,0.002590235,4,6,6,1629,370,45,0,0,0,1919, 
2021-06-19T15:51:42.025802,54.57698667,-1.236058333, none, nw,0.002590235,4,6,6,1402,345,49,0,0,0,1919, 
2021-06-19T15:51:43.043327,54.576975,-1.236068333, none, nw,0.002285379,4,6,6,1402,345,49,0,0,0,1919, 
2021-06-19T15:51:44.060060,54.576955,-1.236075, none, nw,0.002285379,4,5,5,1402,350,44,0,0,0,1919, 
2021-06-19T15:51:45.076344,54.57690167,-1.236061667, none, nw,0.002285379,4,5,5,1402,350,44,0,0,0,1919, 
2021-06-19T15:51:46.093012,54.576835,-1.236036667, none, nw,0.002285379,4,6,6,1560,355,42,0,0,0,1919, 
2021-06-19T15:51:47.110486,54.57676667,-1.236015, none, nw,0.002285379,4,6,6,1560,355,42,0,0,0,1919, 
2021-06-19T15:51:48.126855,54.57671167,-1.236018333, none, nw,0.002285379,4,6,6,1605,373,47,2,0,0,1919, 
2021-06-19T15:51:49.144184,54.57668333,-1.23606, none, nw,0.002285379,4,6,6,1605,373,47,2,0,0,1919, 
2021-06-19T15:51:50.160985,54.57666,-1.236086667, none, nw,0.002285379,4,6,6,1581,371,44,2,0,0,1919, 
2021-06-19T15:51:51.177381,54.576645,-1.236111667, none, n,0.005257197,4,6,6,1581,371,44,2,0,0,1919, 
2021-06-19T15:51:52.194074,54.576635,-1.236145, none, n,0.005257197,4,6,6,1596,378,46,2,0,0,1919, 
2021-06-19T15:51:53.211078,54.576655,-1.23622, none, n,0.005257197,4,6,6,1596,378,46,2,0,0,1919, 
2021-06-19T15:51:54.227348,54.57665,-1.23626, none, n,0.005257197,4,6,6,1587,376,42,2,0,0,1919, 
2021-06-19T15:51:55.244273,54.57663333,-1.236281667, none, n,0.005257197,4,6,6,1587,376,42,2,0,0,1919, 
2021-06-19T15:51:56.260938,54.57660667,-1.236296667, none, n,0.005257197,3,5,5,1632,517,44,2,0,0,1919, 
2021-06-19T15:51:57.277562,54.57658833,-1.2363, none, n,0.005257197,3,5,5,1632,517,44,2,0,0,1919, 
2021-06-19T15:51:58.293795,54.576575,-1.2363, none, n,0.005257197,3,5,5,1632,524,39,2,0,0,1919, 
2021-06-19T15:51:59.310318,54.576565,-1.236295, none, n,0.00211283,3,5,5,1632,524,39,2,0,0,1919, 
2021-06-19T15:52:00.326823,54.57655,-1.236298333, none, n,0.00211283,3,5,5,1611,514,25,2,0,0,1919, 
2021-06-19T15:52:01.343007,54.57653,-1.236305, none, n,0.00211283,3,5,5,1611,514,25,2,0,0,1919, 
2021-06-19T15:52:02.358241,54.57651333,-1.236311667, none, n,0.00211283,3,5,5,1620,514,23,2,0,0,1919, 
2021-06-19T15:52:03.374518,54.57649167,-1.236318333, none, n,0.00211283,3,5,5,1620,514,23,2,0,0,1919, 
2021-06-19T15:52:04.390914,54.57647667,-1.236325, none, n,0.00211283,3,4,4,1575,371,21,2,0,0,1919, 
2021-06-19T15:52:05.407108,54.57645667,-1.236328333, none, n,0.00211283,3,4,4,1575,371,21,2,0,0,1919, 
2021-06-19T15:52:06.423568,54.57639333,-1.236298333, none, n,0.00211283,3,4,5,1554,368,21,4,2,0,1919, 
2021-06-19T15:52:07.439878,54.57630667,-1.236256667, none, n,0.004118798,3,4,5,1554,368,21,4,2,0,1919, 
2021-06-19T15:52:08.459621,54.57624,-1.236231667, none, n,0.004118798,3,4,5,1539,363,14,2,2,0,1919, 
2021-06-19T15:52:09.471664,54.57618667,-1.236238333, none, n,0.004118798,3,4,5,1539,363,14,2,2,0,1919, 
2021-06-19T15:52:10.488411,54.57614833,-1.236261667, none, n,0.004118798,5,5,6,1563,370,17,2,2,0,1919, 
2021-06-19T15:52:11.504073,54.576115,-1.236281667, none, n,0.004118798,5,5,6,1563,370,17,2,2,0,1919, 
2021-06-19T15:52:12.520396,54.57607833,-1.236283333, none, n,0.004118798,5,5,6,1578,375,17,2,2,0,1919, 
2021-06-19T15:52:13.537142,54.57606333,-1.236303333, none, n,0.004118798,5,5,6,1578,375,17,2,2,0,1919, 
2021-06-19T15:52:14.552961,54.57603667,-1.236311667, none, n,0.004118798,5,5,6,1593,377,19,2,2,0,1919, 
2021-06-19T15:52:15.570505,54.57600833,-1.23632, none, n,0.004774775,5,5,6,1593,377,19,2,2,0,1919, 
2021-06-19T15:52:16.586836,54.57596167,-1.236306667, none, n,0.004774775,5,5,6,1608,512,17,2,2,0,1919, 
2021-06-19T15:52:17.603321,54.575935,-1.23632, none, n,0.004774775,5,5,6,1608,512,17,2,2,0,1919, 
2021-06-19T15:52:18.619999,54.57589,-1.236313333, none, n,0.004774775,5,5,6,1617,515,19,2,2,0,1919, 
2021-06-19T15:52:19.636252,54.57584333,-1.236308333, none, n,0.004774775,5,5,6,1617,515,19,2,2,0,1919, 
2021-06-19T15:52:20.653057,54.575795,-1.2363, none, n,0.004774775,4,4,5,1617,379,19,2,2,0,1919, 
2021-06-19T15:52:21.669022,54.57574667,-1.236291667, none, n,0.004774775,4,4,5,1617,379,19,2,2,0,1919, 
2021-06-19T15:52:22.685433,54.57569667,-1.23628, none, n,0.004774775,4,5,6,1796,520,26,2,2,0,1919, 
2021-06-19T15:52:23.702409,54.57565,-1.23628, none, n,0.00570404,5,6,7,1796,520,26,2,2,0,1919, 
2021-06-19T15:52:24.718207,54.57560167,-1.236275, none, n,0.00570404,5,6,7,1841,533,30,2,2,0,1919, 
2021-06-19T15:52:25.734461,54.57556,-1.236285, none, n,0.00570404,5,6,7,1841,533,30,2,2,0,1919, 
2021-06-19T15:52:26.750928,54.57552,-1.236288333, none, n,0.00570404,5,6,6,1832,528,30,0,0,0,1919, 
2021-06-19T15:52:27.766617,54.57548,-1.236295, none, n,0.00570404,4,5,5,1832,528,30,0,0,0,1919, 
2021-06-19T15:52:28.782414,54.57543833,-1.2363, none, n,0.00570404,4,5,5,1817,520,39,0,0,0,1919, 
2021-06-19T15:52:29.798823,54.57539833,-1.236306667, none, n,0.00570404,4,5,5,1817,520,39,0,0,0,1919, 
2021-06-19T15:52:30.814875,54.57533833,-1.2363, none, n,0.00570404,4,5,5,1808,520,39,0,0,0,1919, 
2021-06-19T15:52:31.830852,54.57528167,-1.236295, none, n,0.005852613,4,5,5,1808,520,39,0,0,0,1919, 
2021-06-19T15:52:32.847808,54.57526,-1.236313333, none, n,0.005852613,3,4,4,1629,372,39,0,0,0,1919, 
2021-06-19T15:52:33.863776,54.57523833,-1.236321667, none, n,0.005852613,3,4,4,1629,372,39,0,0,0,1919, 
2021-06-19T15:52:34.881154,54.57520667,-1.236328333, none, n,0.005852613,3,4,4,1623,375,39,0,0,0,1919, 
2021-06-19T15:52:35.897771,54.57518333,-1.236348333, none, n,0.005852613,3,4,4,1623,375,39,0,0,0,1919, 
2021-06-19T15:52:36.913764,54.57515667,-1.236365, none, n,0.005852613,3,4,4,1617,370,46,0,0,0,1919, 
2021-06-19T15:52:37.930673,54.57513,-1.236378333, none, n,0.005852613,3,4,4,1617,370,46,0,0,0,1919, 
2021-06-19T15:52:38.947397,54.5751,-1.236395, none, n,0.005852613,3,4,4,1563,350,42,0,0,0,1919, 
2021-06-19T15:52:39.963922,54.57507167,-1.236413333, none, nw,0.003509279,3,4,4,1563,350,42,0,0,0,1919, 
2021-06-19T15:52:40.980629,54.57505,-1.236441667, none, nw,0.003509279,4,5,5,1563,363,44,0,0,0,1919, 
2021-06-19T15:52:41.998100,54.57503167,-1.236491667, none, nw,0.003509279,4,5,5,1563,363,44,0,0,0,1919, 
2021-06-19T15:52:43.015043,54.57500833,-1.236533333, none, nw,0.003509279,4,5,8,1542,358,39,4,4,2,1919, 
2021-06-19T15:52:45.032404,54.57493167,-1.236615, none, nw,0.003509279,4,5,8,1542,358,39,4,4,2,1919, 
2021-06-19T15:52:46.048674,54.57488667,-1.236618333, none, nw,0.003509279,4,5,7,1390,355,35,4,4,2,1919, 
2021-06-19T15:52:47.065689,54.57486,-1.236625, none, nw,0.003886318,4,5,7,1390,355,35,4,4,2,1919, 
2021-06-19T15:52:48.082434,54.57483333,-1.236631667, none, nw,0.003886318,4,5,7,1390,360,33,4,4,2,1919, 
2021-06-19T15:52:49.099231,54.574775,-1.236626667, none, nw,0.003886318,4,5,7,1390,360,33,4,4,2,1919, 
2021-06-19T15:52:50.116254,54.57472833,-1.236648333, none, nw,0.003886318,4,5,8,1548,370,26,4,4,2,1919, 
2021-06-19T15:52:51.132891,54.57468833,-1.236663333, none, nw,0.003886318,4,5,8,1548,370,26,4,4,2,1919, 
2021-06-19T15:52:52.150479,54.57465,-1.23668, none, nw,0.003886318,3,3,6,1390,358,19,4,4,2,1919, 
2021-06-19T15:52:53.166854,54.574635,-1.236713333, none, nw,0.003886318,3,3,6,1390,358,19,4,4,2,1919, 
2021-06-19T15:52:54.182962,54.57461667,-1.236738333, none, nw,0.003886318,3,4,6,1539,361,19,4,4,2,1919, 
2021-06-19T15:52:55.200250,54.57459833,-1.236768333, none, nw,0.00436106,3,4,6,1539,361,19,4,4,2,1919, 
2021-06-19T15:52:56.217551,54.57456,-1.23679, none, nw,0.00436106,4,5,8,1584,368,21,4,4,2,1919, 
2021-06-19T15:52:57.233971,54.574525,-1.23681, none, nw,0.00436106,4,5,8,1584,368,21,4,4,2,1919, 
2021-06-19T15:52:58.251359,54.57449167,-1.236825, none, nw,0.00436106,4,5,7,1584,366,14,4,4,2,1919, 
2021-06-19T15:52:59.268015,54.57445167,-1.236838333, none, nw,0.00436106,4,5,7,1584,366,14,4,4,2,1919, 
2021-06-19T15:53:00.285150,54.57443333,-1.236861667, none, nw,0.00436106,5,5,8,1653,378,16,4,4,2,1919, 
2021-06-19T15:53:01.302221,54.57441333,-1.236873333, none, nw,0.00436106,5,5,8,1653,378,16,4,4,2,1919, 
2021-06-19T15:53:02.319212,54.57439167,-1.236875, none, nw,0.00436106,4,5,8,1629,370,21,4,4,2,1919, 
2021-06-19T15:53:03.335397,54.57437,-1.236891667, none, nw,0.003800704,4,5,8,1629,370,21,4,4,2,1919, 
2021-06-19T15:53:04.350736,54.574355,-1.236918333, none, nw,0.003800704,4,5,5,1569,350,17,0,0,0,1919, 
2021-06-19T15:53:05.368059,54.574325,-1.23693, none, nw,0.003800704,4,5,5,1569,350,17,0,0,0,1919, 
2021-06-19T15:53:06.384054,54.57430833,-1.236946667, none, nw,0.003800704,4,5,5,1578,350,17,0,0,0,1919, 
2021-06-19T15:53:07.400526,54.57428333,-1.23697, none, nw,0.003800704,4,5,5,1578,350,17,0,0,0,1919, 
2021-06-19T15:53:08.416225,54.574355,-1.237073333, none, nw,0.003800704,4,5,5,1617,360,17,0,0,0,1919, 
2021-06-19T15:53:09.432733,54.57443833,-1.237156667, none, nw,0.003800704,4,5,5,1617,360,17,0,0,0,1919, 
2021-06-19T15:53:10.448962,54.574425,-1.237166667, none, nw,0.003800704,4,5,5,1596,355,15,0,0,0,1919, 
2021-06-19T15:53:11.465202,54.574415,-1.237171667, none, w,0.002675431,4,5,5,1596,355,15,0,0,0,1919, 
2021-06-19T15:53:12.481068,54.574405,-1.237175, none, w,0.002675431,4,5,5,1581,352,19,0,0,0,1919, 
2021-06-19T15:53:13.497204,54.57437167,-1.23714, none, w,0.002675431,3,4,4,1581,352,19,0,0,0,1919, 
2021-06-19T15:53:14.513618,54.57432667,-1.237106667, none, w,0.002675431,3,4,4,1560,352,19,0,0,0,1919, 
2021-06-19T15:53:15.530859,54.57429167,-1.23709, none, w,0.002675431,3,4,4,1560,352,19,0,0,0,1919, 
2021-06-19T15:53:16.546985,54.57426833,-1.237078333, none, w,0.002675431,3,4,4,1560,355,19,0,0,0,1919, 
2021-06-19T15:53:17.562497,54.57422667,-1.237068333, none, w,0.002675431,3,4,4,1560,355,19,0,0,0,1919, 
2021-06-19T15:53:18.579003,54.57419667,-1.23706, none, w,0.002675431,3,4,4,1536,350,19,0,0,0,1919, 
2021-06-19T15:53:19.595967,54.57417167,-1.237063333, none, ne,0.003991985,3,4,4,1536,350,19,0,0,0,1919, 
2021-06-19T15:53:20.612153,54.574155,-1.23709, none, ne,0.003991985,3,3,3,1369,345,19,0,0,0,1919, 
2021-06-19T15:53:21.628466,54.57413833,-1.237113333, none, ne,0.003991985,3,3,3,1369,345,19,0,0,0,1919, 
2021-06-19T15:53:22.644695,54.57415,-1.237146667, none, ne,0.003991985,3,3,3,1542,360,14,0,0,0,1919, 
2021-06-19T15:53:23.660911,54.57417,-1.237186667, none, ne,0.003991985,3,3,3,1542,360,14,0,0,0,1919, 
2021-06-19T15:53:24.677454,54.574175,-1.237236667, none, ne,0.003991985,3,4,4,1578,372,18,0,0,0,1919, 
2021-06-19T15:53:25.694039,54.57417667,-1.237295, none, ne,0.003991985,3,4,4,1578,372,18,0,0,0,1919, 
2021-06-19T15:53:26.709848,54.57418,-1.237356667, none, ne,0.003991985,3,4,4,1614,513,18,0,0,0,1919, 
2021-06-19T15:53:27.726167,54.57416833,-1.23741, none, w,0.003192447,3,4,4,1614,513,18,0,0,0,1919, 
2021-06-19T15:53:28.742735,54.57415,-1.237446667, none, w,0.003192447,3,4,4,1569,373,18,0,0,0,1919, 
2021-06-19T15:53:29.758515,54.574135,-1.237488333, none, w,0.003192447,3,4,4,1569,373,18,0,0,0,1919, 
2021-06-19T15:53:30.774772,54.57411667,-1.237521667, none, w,0.003192447,3,4,4,1590,371,20,0,0,0,1919, 
2021-06-19T15:53:31.791003,54.57409833,-1.23755, none, w,0.003192447,3,4,4,1590,371,20,0,0,0,1919, 
2021-06-19T15:53:32.806701,54.574085,-1.237576667, none, w,0.003192447,3,4,4,1599,369,16,0,0,0,1919, 
2021-06-19T15:53:33.822983,54.57406667,-1.237611667, none, w,0.003192447,4,5,5,1599,369,16,0,0,0,1919, 
