latitude;longitude;altitude;;;;
54.5770116667,;-1.2367966667,;82;;;;
54.5769883333,;-1.2368083333,;83;;;;
54.576965,;-1.23682,;83;;;;
54.57694,;-1.2368266667,;82;;;;
54.5769166667,;-1.23683,;82;;;;
54.5768966667,;-1.236825,;82;;;;
54.5768766667,;-1.2368216667,;82;;;;
54.57686,;-1.2368166667,;83;;;;
54.5768533333,;-1.2368,;83;;;;
54.576835,;-1.23679,;83;;;;
54.5768116667,;-1.2367866667,;83;;;;
54.5767916667,;-1.236785,;83;;;;
54.5767766667,;-1.236795,;83;;;;
54.57675,;-1.23681,;83;;;;
54.5767233333,;-1.2368383333,;82;;;;
54.5767,;-1.2368533333,;82;;;;
54.576685,;-1.236865,;82;;;;
54.5766633333,;-1.2368633333,;82;;;;
54.576635,;-1.236855,;82;;;;
54.5766066667,;-1.2368516667,;81;;;;
54.5765733333,;-1.2368383333,;81;;;;
54.5765366667,;-1.2368283333,;81;;;;
54.5765116667,;-1.236815,;81;;;;
54.576445,;-1.23678,;81;;;;
54.57642,;-1.23679,;81;;;;
54.5764016667,;-1.2368016667,;81;;;;
54.5763866667,;-1.2368216667,;81;;;;
54.5763733333,;-1.236845,;81;;;;
54.5763583333,;-1.2368516667,;81;;;;
54.5763383333,;-1.2368616667,;81;;;;
54.5763133333,;-1.2368716667,;82;;;;
54.5762883333,;-1.23688,;82;;;;
54.57626,;-1.2368866667,;82;;;;
54.576235,;-1.2368966667,;82;;;;
54.5762083333,;-1.2369016667,;82;;;;
54.5761866667,;-1.2369083333,;82;;;;
54.5761633333,;-1.2369183333,;82;;;;
54.57614,;-1.23693,;83;;;;
54.5761166667,;-1.236945,;83;;;;
54.57609,;-1.2369566667,;83;;;;
54.57606,;-1.2369716667,;83;;;;
54.57603,;-1.2369866667,;83;;;;
54.575995,;-1.2370266667,;83;;;;
54.575965,;-1.23704,;83;;;;
54.5759366667,;-1.2370533333,;83;;;;
54.575915,;-1.237065,;83;;;;
54.575885,;-1.23707,;83;;;;
54.5758616667,;-1.237065,;82;;;;
54.5758433333,;-1.23707,;82;;;;
54.5758133333,;-1.2370633333,;82;;;;
54.5757916667,;-1.237075,;82;;;;
54.5757666667,;-1.2370883333,;82;;;;
54.5757416667,;-1.2371,;82;;;;
54.5757166667,;-1.237105,;82;;;;
54.5756866667,;-1.2371166667,;82;;;;
54.5756566667,;-1.23713,;82;;;;
54.5756233333,;-1.2371483333,;82;;;;
54.57559,;-1.2371633333,;82;;;;
54.5755616667,;-1.2371733333,;83;;;;
54.5755183333,;-1.2371566667,;83;;;;
54.5754733333,;-1.23714,;83;;;;
54.5754416667,;-1.2371383333,;83;;;;
54.5754166667,;-1.2371383333,;83;;;;
54.5753966667,;-1.23714,;84;;;;
54.5753816667,;-1.2371433333,;84;;;;
54.575375,;-1.23714,;84;;;;
54.575375,;-1.23714,;84;;;;
54.5753733333,;-1.237145,;84;;;;
54.575375,;-1.2371633333,;84;;;;
54.5753766667,;-1.23719,;84;;;;
54.575375,;-1.237215,;84;;;;
54.57537,;-1.2372416667,;84;;;;
54.5753666667,;-1.23727,;85;;;;
54.5753816667,;-1.2373066667,;85;;;;
54.5753966667,;-1.23734,;85;;;;
54.57541,;-1.2373716667,;85;;;;
54.5754583333,;-1.2374183333,;85;;;;
54.57548,;-1.237455,;85;;;;
54.5755166667,;-1.237475,;85;;;;
54.57553,;-1.2375016667,;86;;;;
54.57554,;-1.237525,;86;;;;
54.5755433333,;-1.23755,;85;;;;
54.5755383333,;-1.23757,;85;;;;
54.5755383333,;-1.23759,;85;;;;
54.5755383333,;-1.2375933333,;85;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;86;;;;
54.5755383333,;-1.2375983333,;85;;;;
54.57554,;-1.2375983333,;85;;;;
54.57554,;-1.2375983333,;85;;;;
54.57554,;-1.2375983333,;85;;;;
54.57554,;-1.2375983333,;87;;;;
54.57554,;-1.2375983333,;87;;;;
54.57554,;-1.2375983333,;87;;;;
54.57554,;-1.2375983333,;87;;;;
54.5755383333,;-1.2376,;86;;;;
54.5755383333,;-1.2376,;87;;;;
54.5755366667,;-1.2375983333,;87;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;86;;;;
54.5755366667,;-1.2375966667,;85;;;;
54.5755366667,;-1.2375983333,;85;;;;
54.5755366667,;-1.2376016667,;85;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755366667,;-1.2376016667,;86;;;;
54.5755333333,;-1.2376033333,;86;;;;
54.5755316667,;-1.2376033333,;86;;;;
54.5755316667,;-1.2376033333,;86;;;;
54.5755316667,;-1.2376033333,;86;;;;
54.57553,;-1.2376033333,;86;;;;
54.5755283333,;-1.2376033333,;86;;;;
54.5755283333,;-1.2376033333,;86;;;;
54.5755283333,;-1.2376033333,;85;;;;
54.5755266667,;-1.2376033333,;85;;;;
54.575525,;-1.2376033333,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;85;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;84;;;;
54.5755216667,;-1.2376016667,;83;;;;
54.5755216667,;-1.2376016667,;83;;;;
54.5755216667,;-1.2376016667,;83;;;;
54.5755216667,;-1.2376,;83;;;;
54.57552,;-1.2375983333,;83;;;;
54.57552,;-1.2375983333,;82;;;;
54.57552,;-1.2375983333,;82;;;;
54.57552,;-1.2375983333,;83;;;;
54.57552,;-1.2375983333,;83;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;83;;;;
54.57552,;-1.2375983333,;83;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;86;;;;
54.57552,;-1.2375983333,;86;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;86;;;;
54.57552,;-1.2375983333,;86;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;85;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2375983333,;84;;;;
54.57552,;-1.2376,;84;;;;
54.5755183333,;-1.2376,;84;;;;
54.5755183333,;-1.2376,;83;;;;
54.5755183333,;-1.2375983333,;83;;;;
54.5755183333,;-1.2375983333,;82;;;;
54.5755166667,;-1.2375983333,;82;;;;
54.5755166667,;-1.2375966667,;82;;;;
54.575515,;-1.2375966667,;83;;;;
54.575515,;-1.237595,;83;;;;
54.5755133333,;-1.237595,;83;;;;
54.5755116667,;-1.237595,;82;;;;
54.57551,;-1.2375933333,;83;;;;
54.5755083333,;-1.2375933333,;83;;;;
54.5755066667,;-1.2375933333,;83;;;;
54.575505,;-1.2375916667,;83;;;;
54.5755033333,;-1.23759,;83;;;;
54.5755,;-1.2375883333,;84;;;;
54.5755,;-1.2375883333,;84;;;;
54.5754983333,;-1.2375866667,;84;;;;
54.5754966667,;-1.2375866667,;84;;;;
54.575495,;-1.237585,;85;;;;
54.575495,;-1.237585,;84;;;;
54.575495,;-1.237585,;84;;;;
54.575495,;-1.237585,;84;;;;
54.575495,;-1.237585,;84;;;;
54.575495,;-1.237585,;85;;;;
54.575495,;-1.237585,;85;;;;
54.575495,;-1.237585,;85;;;;
54.575495,;-1.237585,;84;;;;
54.575495,;-1.237585,;84;;;;
54.5754933333,;-1.237585,;83;;;;
54.5754933333,;-1.2375833333,;83;;;;
54.5754933333,;-1.2375833333,;84;;;;
54.5754916667,;-1.2375833333,;84;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;82;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;82;;;;
54.5754916667,;-1.2375833333,;82;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375833333,;83;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;81;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;82;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;84;;;;
54.5754916667,;-1.2375816667,;84;;;;
54.5754916667,;-1.2375816667,;84;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;83;;;;
54.5754916667,;-1.2375816667,;84;;;;
54.57549,;-1.2375816667,;84;;;;
54.57549,;-1.2375833333,;84;;;;
54.57549,;-1.2375833333,;84;;;;
54.5754883333,;-1.2375833333,;84;;;;
54.5754883333,;-1.2375833333,;84;;;;
54.5754883333,;-1.2375816667,;83;;;;
54.5754866667,;-1.2375816667,;83;;;;
54.5754866667,;-1.2375816667,;83;;;;
54.5754866667,;-1.2375816667,;83;;;;
54.575485,;-1.2375816667,;83;;;;
54.575485,;-1.2375816667,;83;;;;
54.575485,;-1.2375833333,;82;;;;
54.575485,;-1.2375833333,;82;;;;
54.575485,;-1.237585,;83;;;;
54.575485,;-1.2375866667,;83;;;;
54.5754833333,;-1.2375883333,;82;;;;
54.5754833333,;-1.23759,;82;;;;
54.5754833333,;-1.2375933333,;82;;;;
54.5754816667,;-1.2375933333,;83;;;;
54.5754816667,;-1.237595,;83;;;;
54.57548,;-1.237595,;83;;;;
54.57548,;-1.237595,;83;;;;
54.5754783333,;-1.2375933333,;83;;;;
54.5754783333,;-1.2375933333,;84;;;;
54.5754783333,;-1.2375933333,;83;;;;
54.5754783333,;-1.237595,;84;;;;
54.5754783333,;-1.237595,;84;;;;
54.5754783333,;-1.2375933333,;84;;;;
54.5754783333,;-1.2375933333,;84;;;;
54.57548,;-1.2375933333,;84;;;;
54.57548,;-1.2375916667,;84;;;;
54.5754816667,;-1.2375916667,;84;;;;
54.5754816667,;-1.2375916667,;84;;;;
54.5754833333,;-1.2375916667,;84;;;;
54.575485,;-1.2375916667,;83;;;;
54.575485,;-1.2375916667,;83;;;;
54.5754866667,;-1.2375933333,;83;;;;
54.575485,;-1.2375916667,;83;;;;
54.575485,;-1.2375916667,;84;;;;
54.575485,;-1.23759,;84;;;;
54.575485,;-1.2375883333,;84;;;;
54.5754866667,;-1.2375883333,;84;;;;
54.5754866667,;-1.2375883333,;84;;;;
54.5754866667,;-1.2375866667,;83;;;;
54.5754883333,;-1.2375866667,;83;;;;
54.5754883333,;-1.237585,;83;;;;
54.5754883333,;-1.237585,;83;;;;
54.5754883333,;-1.2375866667,;83;;;;
54.5754866667,;-1.2375883333,;83;;;;
54.5754866667,;-1.23759,;83;;;;
54.575485,;-1.2375916667,;83;;;;
54.575485,;-1.2375916667,;83;;;;
54.5754833333,;-1.2375916667,;84;;;;
54.5754833333,;-1.2375916667,;84;;;;
54.5754833333,;-1.2375916667,;83;;;;
54.5754833333,;-1.2375916667,;83;;;;
54.5754833333,;-1.2375933333,;83;;;;
54.5754816667,;-1.2375933333,;84;;;;
54.5754816667,;-1.2375933333,;84;;;;
54.57548,;-1.237595,;84;;;;
54.57548,;-1.237595,;84;;;;
54.5754783333,;-1.237595,;83;;;;
54.5754783333,;-1.237595,;83;;;;
54.5754783333,;-1.2375966667,;83;;;;
54.5754783333,;-1.2375966667,;83;;;;
54.5754766667,;-1.2375966667,;83;;;;
54.575475,;-1.2375966667,;83;;;;
54.575475,;-1.2375983333,;83;;;;
54.5754733333,;-1.2375983333,;83;;;;
54.5754733333,;-1.2376,;83;;;;
54.5754716667,;-1.2376,;82;;;;
54.5754716667,;-1.2376016667,;82;;;;
54.57547,;-1.2376033333,;82;;;;
54.5754683333,;-1.2376033333,;83;;;;
54.5754666667,;-1.2376033333,;83;;;;
54.575465,;-1.2376033333,;83;;;;
54.5754633333,;-1.2376033333,;83;;;;
54.5754633333,;-1.237605,;83;;;;
54.5754616667,;-1.2376066667,;83;;;;
54.57546,;-1.2376066667,;82;;;;
54.5754583333,;-1.2376083333,;82;;;;
54.5754583333,;-1.23761,;82;;;;
54.5754566667,;-1.2376133333,;82;;;;
54.5754466667,;-1.2376183333,;83;;;;
54.5754383333,;-1.2376216667,;83;;;;
54.5754316667,;-1.2376233333,;83;;;;
54.575425,;-1.2376233333,;83;;;;
54.5754233333,;-1.2376233333,;84;;;;
54.5754216667,;-1.237625,;84;;;;
54.57542,;-1.2376233333,;83;;;;
54.57542,;-1.2376233333,;83;;;;
54.57542,;-1.237625,;83;;;;
54.57542,;-1.237625,;82;;;;
54.5754183333,;-1.2376266667,;82;;;;
54.5754166667,;-1.2376266667,;83;;;;
54.575415,;-1.2376283333,;83;;;;
54.575415,;-1.23763,;83;;;;
54.5754133333,;-1.23763,;83;;;;
54.5754133333,;-1.2376316667,;83;;;;
54.5754133333,;-1.2376316667,;84;;;;
54.5754133333,;-1.2376316667,;84;;;;
54.5754133333,;-1.2376316667,;84;;;;
54.5754133333,;-1.2376316667,;84;;;;
54.5754133333,;-1.23763,;84;;;;
54.5754116667,;-1.23763,;84;;;;
54.5754116667,;-1.23763,;85;;;;
54.57541,;-1.23763,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;86;;;;
54.57541,;-1.2376283333,;85;;;;
54.57541,;-1.2376283333,;85;;;;
54.57541,;-1.2376283333,;84;;;;
54.57541,;-1.2376283333,;84;;;;
54.57541,;-1.2376283333,;83;;;;
54.57541,;-1.2376283333,;83;;;;
54.57541,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;83;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;84;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;85;;;;
54.5754083333,;-1.2376283333,;86;;;;
54.5754083333,;-1.2376283333,;86;;;;
54.5754083333,;-1.2376283333,;86;;;;
54.5754066667,;-1.2376283333,;86;;;;
54.5754066667,;-1.2376283333,;88;;;;
54.5754066667,;-1.2376283333,;90;;;;
54.5754066667,;-1.2376283333,;90;;;;
54.5754066667,;-1.2376283333,;90;;;;
54.5754066667,;-1.2376283333,;90;;;;
54.5754066667,;-1.2376283333,;90;;;;
54.5754066667,;-1.2376283333,;91;;;;
54.5754066667,;-1.2376283333,;91;;;;
54.5754066667,;-1.2376283333,;91;;;;
54.5754066667,;-1.2376283333,;89;;;;
54.5754066667,;-1.2376283333,;88;;;;
54.5754066667,;-1.2376283333,;87;;;;
54.5754066667,;-1.2376283333,;87;;;;
54.5754066667,;-1.2376283333,;87;;;;
54.5754066667,;-1.2376283333,;86;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;85;;;;
54.5754066667,;-1.2376283333,;84;;;;
54.5754066667,;-1.2376283333,;84;;;;
54.5754066667,;-1.2376283333,;83;;;;
54.5754066667,;-1.2376283333,;84;;;;
54.5754066667,;-1.2376283333,;84;;;;
54.5754066667,;-1.2376283333,;83;;;;
54.5754066667,;-1.2376283333,;83;;;;
54.5754066667,;-1.2376283333,;83;;;;
54.5754066667,;-1.2376283333,;83;;;;
54.5754066667,;-1.2376283333,;82;;;;
54.575405,;-1.2376283333,;82;;;;
54.5754033333,;-1.2376283333,;82;;;;
54.5754016667,;-1.2376283333,;82;;;;
54.5754016667,;-1.2376283333,;84;;;;
54.5753983333,;-1.2376283333,;85;;;;
54.5753966667,;-1.23763,;85;;;;
54.5753933333,;-1.23763,;85;;;;
54.5753916667,;-1.2376316667,;86;;;;
54.5753883333,;-1.23763,;88;;;;
54.5753866667,;-1.23763,;90;;;;
54.5753833333,;-1.2376316667,;90;;;;
54.5753816667,;-1.2376316667,;90;;;;
54.57538,;-1.2376316667,;89;;;;
54.5753783333,;-1.2376316667,;90;;;;
54.5753766667,;-1.2376333333,;90;;;;
54.575375,;-1.237635,;90;;;;
54.5753733333,;-1.2376366667,;90;;;;
54.5753716667,;-1.2376366667,;90;;;;
54.57537,;-1.2376366667,;90;;;;
54.5753683333,;-1.2376366667,;89;;;;
54.5753683333,;-1.2376366667,;89;;;;
54.5753666667,;-1.2376383333,;88;;;;
54.575365,;-1.2376383333,;85;;;;
54.5753633333,;-1.2376383333,;85;;;;
54.5753633333,;-1.2376383333,;85;;;;
54.57536,;-1.2376383333,;85;;;;
54.5753583333,;-1.23764,;86;;;;
54.5753566667,;-1.2376416667,;86;;;;
54.5753533333,;-1.2376416667,;84;;;;
54.5753516667,;-1.2376433333,;83;;;;
54.57535,;-1.2376433333,;83;;;;
54.5753483333,;-1.2376433333,;82;;;;
54.5753483333,;-1.2376416667,;82;;;;
54.57535,;-1.23764,;82;;;;
54.57535,;-1.23764,;82;;;;
54.57535,;-1.2376416667,;82;;;;
54.57535,;-1.2376433333,;82;;;;
54.5753483333,;-1.2376433333,;82;;;;
54.5753483333,;-1.2376433333,;82;;;;
54.5753483333,;-1.2376416667,;82;;;;
54.5753466667,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.23764,;82;;;;
54.575345,;-1.2376383333,;82;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;84;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.23764,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;83;;;;
54.575345,;-1.2376383333,;84;;;;
54.575345,;-1.2376383333,;84;;;;
54.575345,;-1.2376383333,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;83;;;;
54.575345,;-1.23764,;83;;;;
54.575345,;-1.23764,;83;;;;
54.575345,;-1.23764,;83;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;84;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;86;;;;
54.575345,;-1.23764,;85;;;;
54.575345,;-1.2376416667,;86;;;;
54.575345,;-1.2376416667,;86;;;;
54.575345,;-1.2376416667,;86;;;;
54.575345,;-1.2376416667,;86;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;84;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376416667,;85;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;84;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;86;;;;
54.575345,;-1.2376433333,;86;;;;
54.575345,;-1.2376433333,;85;;;;
54.575345,;-1.2376433333,;84;;;;
54.575345,;-1.2376433333,;84;;;;
54.575345,;-1.2376433333,;84;;;;
54.575345,;-1.2376433333,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;85;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;84;;;;
54.575345,;-1.237645,;83;;;;
54.575345,;-1.2376466667,;83;;;;
54.575345,;-1.2376466667,;84;;;;
54.575345,;-1.2376466667,;84;;;;
54.575345,;-1.2376466667,;84;;;;
54.575345,;-1.2376466667,;84;;;;
54.575345,;-1.2376466667,;84;;;;
54.575345,;-1.2376466667,;85;;;;
54.575345,;-1.2376466667,;85;;;;
